FirstName,LastName,Company,Country,Director since,Tenure,Age,Female
Wellington,Denahan-Norris,"Annaly Capital Management, Inc.",US,1996,20,52,Yes
Graeme,Gordon,Capital & Counties Properties plc,UK,1996,20,52,
Michael,Dunlap,"Nelnet, Inc.",US,1996,20,52,
John,Florsheim,"WEYCO GROUP, INC.",US,1996,20,52,
Xavier,Chauderlot,ABC Arbitrage,France,1997,19,52,
Steven E.,Nielsen,"Dycom Industries, Inc.",US,1996,19,52,
Gilles J.,Martin,Eurofins Scientific SE,Luxembourg,1997,19,52,
Norman,Keevil,Teck Resources Limited,Canada,1997,19,52,
Nigel,George,Derwent London plc,UK,1998,18,52,
Eduardo,Hochschild,Hochschild Mining plc,UK,1998,18,52,
Peter,Hecht,"Ironwood Pharmaceuticals, Inc.",US,1998,18,52,
Mong-jin,Chung,KCC Corp.,South Korea,1998,18,52,
Heino,Buesching,LPKF Laser & Electronics AG,Germany,1998,18,52,
Paul,Cataford,"Sierra Wireless, Inc.",Canada,1998,18,52,
Anthony James,Grist,Vocus Communications Ltd,Australia,1997,18,52,
Jeffrey,Edwards,"Installed Building Products, Inc.",US,1999,17,52,
Andrew,Carr,Merlin Entertainments plc,UK,1999,17,52,
Alexander,Vogel,Meyer Burger Technology AG,Switzerland,1999,17,52,
Tim,Watkin-Rees,PayPoint plc,UK,1998,17,52,
Gregory,Went,"Adamas Pharmaceuticals, Inc.",US,2000,16,52,
Maurice,Ricci,Akka Technologies,France,1999,16,52,
Robert ,Lynch,Ameris Bancorp,US,2000,16,52,
Francesco,Venosta,Banca Popolare Di Sondrio,Italy,2000,16,52,
James,Conlan,"Heartland Financial USA, Inc.",US,2000,16,52,
Philippe,Santi,"Inter Parfums, Inc.",US,1999,16,52,
Christopher,Kennedy,"Interface, Inc.",US,2000,16,52,
Jeffrey T.,Sanfilippo,"John B. Sanfilippo & Son, Inc.",US,1999,16,52,
James R.,Simons,"QuinStreet, Inc.",US,1999,16,52,
Greg,Strakosch,"TechTarget, Inc.",US,1999,16,52,
Arkady,Volozh,Yandex NV,Netherlands,2000,16,52,
John,Standish,Albany International Corp.,US,2001,15,52,
Stefano,Cerri,Astaldi SPA,Italy,2000,15,52,
Ian,He,China Gold International Resources Corp. Ltd.,Canada,2000,15,52,
Ken,Xie,"Fortinet, Inc.",US,2000,15,52,
Francois-Henri,Pinault,Kering,France,2001,15,52,
Anna,Reilly,Lamar Advertising Company,US,2001,15,52,Yes
David,Roberts,"LeMaitre Vascular, Inc.",US,2001,15,52,
Johann,Schernberger,Lenzing AG,Austria,2001,15,52,
Graham,Weston,"Rackspace Hosting, Inc.",US,2001,15,52,
Stephen,Wiehe,"SciQuest, Inc.",US,2001,15,52,
Brian,Casey,"Westwood Holdings Group, Inc.",US,2001,15,52,
Cecile,Monnot,Akka Technologies,France,2001,14,52,Yes
David,Tierney,"Catalyst Pharmaceuticals, Inc.",US,2002,14,52,
Emily,Pichon,Lakeland Financial Corporation,US,2002,14,52,Yes
H. Grant,Swartzwelder,Panhandle Oil and Gas Inc.,US,2002,14,52,
Brigitte,Mohn,Rhoen-Klinikum AG,Germany,2002,14,52,Yes
Tristan,Boiteux,Seb SA,France,2002,14,52,
Kevin B.,Pshebniski,Smart Real Estate Investment Trust,Canada,2001,14,52,
Mary L.,Petrovich,"Woodward, Inc.",US,2002,14,52,Yes
Michael,Vassiliadis,Evonik Industries AG,Germany,NULL,13,52,
Christopher J.,Nassetta,"CoStar Group, Inc.",US,2002,13,52,
James J.,McGonigle,FactSet Research Systems Inc.,US,2002,13,52,
Fernando,Pellegrini,IGD -Immobiliare Grande Distribuzione,Italy,2003,13,52,
Michael,Vassiliadis,K+S Aktiengesellschaft,Germany,2003,13,52,
Edward,Aldag,"Medical Properties Trust, Inc.",US,2003,13,52,
Ruby,McGregor-Smith,MITIE Group plc,UK,2002,13,52,Yes
C. Taylor,Pickett,"Omega Healthcare Investors, Inc.",US,2002,13,52,
Tih Shih,Lee,Oversea-Chinese Banking Corporation Limited,Singapore,2003,13,52,
Richard,Lochen,Peoples Financial Services Corp.,US,2003,13,52,
Annette,Clayton,Polaris Industries Inc.,US,2003,13,52,Yes
S. Kristin,Kim,RAIT FINANCIAL TRUST,US,2003,13,52,Yes
Charles,Elcan,REX American Resources Corporation,US,2003,13,52,
Gregor,Alexander,SSE plc,UK,2002,13,52,
Ronald R.,Beegle,"Aeropostale, Inc.",US,2003,12,52,
Nicholas,Nomicos,BRP Inc.,Canada,2003,12,52,
Erwin,Woerle,Continental AG,Germany,2004,12,52,
Dion,Ramoo,EOH Holdings Limited,South Africa,2004,12,52,
Thomas,Heneghan,"Equity LifeStyle Properties, Inc.",US,2004,12,52,
Daniel,O'Hare,Heritage Oaks Bancorp,US,2004,12,52,
Philippe,Santi,Interparfums,France,2004,12,52,
Eric,DeMarco,"Kratos Defense & Security Solutions, Inc.",US,2004,12,52,
Edward,Hurwitz,"MacroGenics, Inc.",US,2004,12,52,
Jonathan,Miller,McColl's Retail Group plc,UK,2004,12,52,
John,Bennetts,Mcmillan Shakespeare Ltd,Australia,2003,12,52,
Vincent,De Dorlodot,Metropole Television M6,France,2004,12,52,
Juan Carlos,Aguayo,OFG Bancorp,US,2004,12,52,
Kimberly,McWaters,"Penske Automotive Group, Inc.",US,2004,12,52,Yes
David,Abery,Petra Diamonds Ltd.,UK,2003,12,52,
Maria,Ferre,"Popular, Inc.",US,2004,12,52,Yes
Erik,Engstrom,RELX NV,Netherlands,2004,12,52,
Erik,Engstrom,RELX plc,UK,2004,12,52,
Graham,Chipchase,Rexam plc,UK,2003,12,52,
Martin,Abend,Stada Arzneimittel AG,Germany,2003,12,52,
Fatima,Abrahams,The Foschini Group Ltd,South Africa,2003,12,52,Yes
Christopher,Reading,"U.S. Physical Therapy, Inc.",US,2004,12,52,
Bryan,Timm,Umpqua Holdings Corporation,US,2004,12,52,
Kurt,Christof,Verbund AG,Austria,2004,12,52,
Andrea,Acutis,Vittoria Assicurazioni SPA,Italy,2004,12,52,
Michael,Vassiliadis,BASF SE,Germany,2004,12,52,
Lill-Heidi,Bakkerud,Statoil ASA,Norway,2004,12,52,Yes
Aviad,Kobrine,888 Holdings plc,UK,2005,11,52,
Reeve,Waud,"Acadia Healthcare Company, Inc.",US,2005,11,52,
Kenneth M.,Hartwick,Atlantic Power Corporation,US,2004,11,52,
Jennifer Holden,Dunbar,Big 5 Sporting Goods Corporation,US,2004,11,52,Yes
Peter,Boylan,BOK Financial Corporation,US,2005,11,52,
Joanne Kerry,Averiss,Britvic plc,UK,2005,11,52,Yes
G. Robert,Blanchard,"CenterState Banks, Inc.",US,2005,11,52,
Lise,Bastarache,Chartwell Retirement Residences,Canada,2005,11,52,Yes
Joseph,Bower,CNB FINANCIAL CORPORATION,US,2005,11,52,
Rolf,Herter,"Ebix, Inc.",US,2005,11,52,
Jay,Hansen,"Flagstar Bancorp, Inc.",US,2005,11,52,
Brent D.,Richardson,"Grand Canyon Education, Inc.",US,2004,11,52,
Brian,Peterson,Green Plains Inc.,US,2005,11,52,
Mark,Dunkerley,"Hawaiian Holdings, Inc.",US,2005,11,52,
Cecilia Daun,Wennborg,ICA Gruppen AB,Sweden,2005,11,52,Yes
Omar,Hussain,"Imprivata, Inc.",US,2005,11,52,
Pascal,Lebard,Lisi,France,2005,11,52,
Darren M.,Dawson,"Methode Electronics, Inc.",US,2004,11,52,
Stephen E.,Glasgow,"National Western Life Group, Inc.",US,2004,11,52,
William,Nuti,NCR Corporation,US,2005,11,52,
Jose Rafael,Fernandez,OFG Bancorp,US,2005,11,52,
German,Gref,Sberbank of Russia PJSC,Russia,2005,11,52,
Annika,Falkengren,Skandinaviska Enskilda Banken,Sweden,2005,11,52,Yes
Jane,Buchan,Torchmark Corporation,US,2005,11,52,Yes
Robert,McCormick,TrustCo Bank Corp NY,US,2005,11,52,
Stephen,Gambee,Umpqua Holdings Corporation,US,2005,11,52,
Changhong,Yang,"Yunnan Baiyao Group Co., Ltd.",China,2005,11,52,
David,Flynn,"Aerohive Networks, Inc.",US,2006,10,52,
Christopher,Schaepe,"Aerohive Networks, Inc.",US,2006,10,52,
Gregory C.,Case,Aon plc,US,2005,10,52,
Ronald,Spaulding,Atrion Corporation,US,2006,10,52,
David,Barr,"Builders FirstSource, Inc.",US,2006,10,52,
Joan ,Dea,Cineplex Inc.,Canada,2006,10,52,Yes
Michael,Iglhaut,Continental AG,Germany,2006,10,52,
W. Benjamin,Moreland,Crown Castle International Corp.,US,2006,10,52,
Samuel,Strausbaugh,First Defiance Financial Corp.,US,2006,10,52,
Robert,Smith,"Green Bancorp, Inc.",US,2006,10,52,
John,Hairston,Hancock Holding Company,US,2006,10,52,
Anthony ,Guzzi,Hubbell Incorporated,US,2006,10,52,
Mark,Hoplamazian,Hyatt Hotels Corporation,US,2006,10,52,
Iñigo Víctor,De Oriol e Ibarra,Iberdrola S.A.,Spain,2006,10,52,
Leonardo,Caporioni,IGD -Immobiliare Grande Distribuzione,Italy,2006,10,52,
Gregory,Lang,Intersil Corporation,US,2006,10,52,
Neeli,Bendapudi,Lancaster Colony Corporation,US,2005,10,52,Yes
Lise,Bastarache,Laurentian Bank Of Canada,Canada,2006,10,52,Yes
Michael T.,Fries,Liberty Global plc,US,2005,10,52,
Gary ,Collins,Liquor Stores N.A. Ltd.,Canada,2006,10,52,
Erik,Nordstrom,"Nordstrom, Inc.",US,2006,10,52,
Michael,Thaman,Owens Corning,US,2006,10,52,
Leroy,Keiler,"Penns Woods Bancorp, Inc.",US,2006,10,52,
William,Huddleston,"Pinnacle Financial Partners, Inc.",US,2006,10,52,
Gregg,Hammann,"Plantronics, Inc.",US,2005,10,52,
Peter,Crook,Provident Financial plc,UK,2006,10,52,
R. H. (Hank),Seale III,"Q2 Holdings, Inc.",US,2005,10,52,
Imogen,Mkhize,Sasol Ltd,South Africa,2005,10,52,Yes
Henry,Eyring,"SkyWest, Inc.",US,2006,10,52,
John,O'Higgins,Spectris plc,UK,2006,10,52,
Bo,Rosenbrand,Swedish Orphan Biovitrum AB,Sweden,2006,10,52,
Pamela,Thomas-Graham,The Clorox Company,US,2005,10,52,Yes
Steven,Dietz,"TrueCar, Inc.",US,2006,10,52,
Paul,Mainwaring,Tullett Prebon plc,UK,2006,10,52,
Jorge,Saucedo,"Vascular Solutions, Inc.",US,2006,10,52,
Stephen,Evans,WesternOne Inc.,Canada,2006,10,52,
Brett,Godfrey,WestJet Airlines Ltd.,Canada,2006,10,52,
Michael,Weiser,"ZIOPHARM Oncology, Inc.",US,2005,10,52,
Carlos,Perez Davila,SABMiller plc,UK,2005,10,52,
Lawrence V.,Calcano,"1-800-FLOWERS.COM, Inc.",US,2006,9,52,
Shantanu,Narayen,Adobe Systems Incorporated,US,2007,9,52,
Christopher,Holden,AmSurg Corp.,US,2007,9,52,
Brian,Donahoo,Appfolio Inc.,US,2007,9,52,
B.P.,Kalyani,Bharat Forge Ltd.,India,2006,9,52,
Randall,Dearth,Calgon Carbon Corporation,US,2007,9,52,
Gordon,Coburn,CEB Inc.,US,2007,9,52,
Steven S.,Siegel,"ClubCorp Holdings, Inc.",US,2006,9,52,
Rodney A.,Shier,Copper Mountain Mining Corporation,Canada,2006,9,52,
Robert,Blum,"Cytokinetics, Incorporated",US,2007,9,52,
Torbjorn,Bjerke,DBV Technologies,France,2006,9,52,
Peter,Page,Devro plc,UK,2007,9,52,
Paul,Nahi,"ENPHASE ENERGY, INC.",US,2007,9,52,
Thomas Martin,Hagerty,"Fidelity National Financial, Inc.",US,2006,9,52,
Michael,Ziebka,"First Connecticut Bancorp, Inc.",US,2007,9,52,
Doyle,Simons,"Fiserv, Inc.",US,2007,9,52,
Christopher B.,Harned,"Freshpet, Inc.",US,2006,9,52,
Timothy,Walsh,Generac Holdings Inc.,US,2006,9,52,
Richard,Calder,"GTT Communications, Inc.",US,2007,9,52,
Jochen,Zeitz,"Harley-Davidson, Inc.",US,2007,9,52,
Mark,Carr,Illovo Sugar Ltd,South Africa,2006,9,52,
Andreas,Tuennermann,Jenoptik AG,Germany,2007,9,52,
Todd,Bluedorn,Lennox International Inc.,US,2007,9,52,
Fabrizio,Di Amato,Maire Tecnimont S.p.A.,Italy,2007,9,52,
Stefano,Fiorini,Maire Tecnimont S.p.A.,Italy,2007,9,52,
Rupert,Stadler,MAN SE,Germany,2006,9,52,
E. Alan,Patton,"Monogram Residential Trust, Inc.",US,2006,9,52,
Kathleen,Farrell,"Nelnet, Inc.",US,2007,9,52,Yes
Michael A.,Nemeroff,Oil-Dri Corporation of America,US,2006,9,52,
Geoffroy,Roux de Bezieux,Parrot,France,2006,9,52,
Jerry,Burris,Pentair plc,US,2007,9,52,
Ian,Kellett,Pets at Home Group plc,UK,2006,9,52,
Mark,Whiteling,Premier Farnell plc,UK,2006,9,52,
Stephen,Evans,Pure Industrial Real Estate Trust,Canada,2007,9,52,
V. Larkin,Martin,Rayonier Inc.,US,2007,9,52,Yes
Kevin T.,Clayton,"Ruby Tuesday, Inc.",US,2006,9,52,
Alton,Phillips,South State Corporation,US,2007,9,52,
Francisco,Uranga,"Superior Industries International, Inc.",US,2007,9,52,
Manuel,Kohnstamm,Telenet Group Holding NV,Belgium,2007,9,52,
Catherine,Kilbane,"The Andersons, Inc.",US,2007,9,52,Yes
Jose Fernando Morais Carreira de,Araujo,The Navigator Company SA,Portugal,2007,9,52,
Antonio Jose Pereira,Redondo,The Navigator Company SA,Portugal,2007,9,52,
Nicholas,Alexos,VWR Corporation,US,2007,9,52,
Carin Marcy,Barth,"Western Refining, Inc.",US,2006,9,52,Yes
Mark,Turner,WSFS Financial Corporation,US,2007,9,52,
Kevin P.,Starr,"Zafgen, Inc.",US,2006,9,52,
David,Dvorak,"Zimmer Biomet Holdings, Inc.",US,2007,9,52,
Mathias,Dopfner,Time Warner Inc.,US,2006,9,52,
Michael J.,Hagan,Actua Corporation,US,2007,8,52,
John N.,Haugh,"Aeropostale, Inc.",US,2007,8,52,
Christian,Fischer,Amer Sports Corporation,Finland,2008,8,52,
J. Rock,Tonkel Jr.,Arlington Asset Investment Corp.,US,2007,8,52,
Paolo,Astaldi,Astaldi SPA,Italy,2007,8,52,
R. Ramin,Kamfar,"Bluerock Residential Growth REIT, Inc.",US,2008,8,52,
Marie,Holmberg,Boliden AB,Sweden,2008,8,52,Yes
Albert,McCoy,"Bridge Bancorp, Inc.",US,2008,8,52,
York,Dyckerhoff,Buzzi Unicem Spa,Italy,2008,8,52,
Katharine B.,Stevenson,CAE Inc.,Canada,2007,8,52,Yes
Kelvin ,Davis,Caesars Entertainment Corporation,US,2008,8,52,
W. Benjamin,Moreland,Calpine Corporation,US,2008,8,52,
Diane C.,Bridgewater,"Casey's General Stores, Inc.",US,2007,8,52,Yes
Theodore,Schlein,"Chegg, Inc.",US,2008,8,52,
Gary ,Collins,Chorus Aviation Inc.,Canada,2008,8,52,
Ed,Warner,Clarkson plc,UK,2008,8,52,
Bertina,Engelbrecht,Clicks Group Ltd,South Africa,2008,8,52,Yes
Colin,Marshall,Cloud Peak Energy Inc.,US,2008,8,52,
Franco,Plastina,"Cree, Inc.",US,2007,8,52,
Thomas,Hohmann,Duerr AG,Germany,2008,8,52,
Richard,Clark,Eagle Energy Inc.,Canada,2008,8,52,
Antonio Luis,Guerra Nunes Mexia,EDP Renovaveis S.A.,Spain,2008,8,52,
Andreas,Lachs,Erste Group Bank AG,Austria,2008,8,52,
Glenn H.,Stevens,"GAIN Capital Holdings, Inc.",US,2007,8,52,
Andre Bier Gerdau,Johannpeter,Gerdau S.A.,Brazil,2008,8,52,
Claudio Gerdau,Johannpeter,Gerdau S.A.,Brazil,2008,8,52,
John,McNamara,Handy & Harman Ltd.,US,2008,8,52,
Brian,Goldner,"Hasbro, Inc.",US,2008,8,52,
Jutta,Bernicke,Henkel AG & Co. KGaA,Germany,2008,8,52,Yes
Charles-Eric,Bauer,Hermes International,France,2008,8,52,
David,Hosein,Mears Group plc,UK,2008,8,52,
Xaver,Schiller,Metro AG,Germany,2008,8,52,
Ruby,McGregor-Smith,Michael Page International plc,UK,2007,8,52,Yes
Benjamin,duPont,MSCI Inc.,US,2008,8,52,
Yimin,Lu,PCCW Limited,Hong Kong,2008,8,52,
Thomas,Baltimore,"Prudential Financial, Inc.",US,2008,8,52,
James,Gibbons,RenaissanceRe Holdings Ltd.,US,2008,8,52,
Michael S.,Burke,"Rentech, Inc.",US,2007,8,52,
Andrew,Ransom,Rentokil Initial plc,UK,2008,8,52,
Stephen J.,Killeen,"Shutterfly, Inc.",US,2007,8,52,
Kevin,Murai,SYNNEX Corporation,US,2008,8,52,
Frederic,Rose,Technicolor,France,2008,8,52,
James V.,Continenza,Tembec Inc.,Canada,2008,8,52,
Jose B.,Alvarez,"The TJX Companies, Inc.",US,2007,8,52,
George C.,Freeman III,Universal Corporation,US,2007,8,52,
Claudio,Tuozzolo,Vicor Corporation,US,2007,8,52,
George,Aylward,"Virtus Investment Partners, Inc.",US,2008,8,52,
Philippe,Donnet,Vivendi,France,2008,8,52,
Daniel (Dan) P.,Caruso,"Zayo Group Holdings, Inc.",US,2007,8,52,
Mario,Wintschnig,Zumtobel Group AG,Austria,2007,8,52,
Harald,Kern,Siemens AG,Germany,2008,8,52,
Birgit,Steinborn,Siemens AG,Germany,2008,8,52,Yes
Natarajan,Chandrasekaran,Tata Consultancy Services Ltd.,India,2007,8,52,
Eva,Castillo Sanz,Telefonica S.A.,Spain,2008,8,52,Yes
Edward,Russell,Abraxas Petroleum Corporation,US,2009,7,52,
K.,Ragunathan,Aurobindo Pharma Ltd.,India,2008,7,52,
Paolo,Roverato,Autogrill Spa,Italy,2008,7,52,
Robert ,Bakish,"Avid Technology, Inc.",US,2009,7,52,
Martin Lindsay,Bride,Beazley plc,UK,2009,7,52,
Elizabeth,Smith,"Bloomin' Brands, Inc.",US,2009,7,52,Yes
Neil,Page,Carpetright plc,UK,2008,7,52,
Jeffrey M.,Lamberti,"Casey's General Stores, Inc.",US,2008,7,52,
Jianjiang,Cai,Cathay Pacific Airways Ltd,Hong Kong,2009,7,52,
Bing,Liu,China Gold International Resources Corp. Ltd.,Canada,2008,7,52,
Yimin,Lu,China United Network Communications Ltd.,China,2009,7,52,
Georg,Schaeffler,Continental AG,Germany,2009,7,52,
Steven,Zuckerman,"Customers Bancorp, Inc.",US,2009,7,52,
Catharina,Sevillano-Barredo,Distell Group Ltd,South Africa,2008,7,52,Yes
Thomas,Baltimore,Duke Realty Corporation,US,2009,7,52,
Anthony ,Guzzi,"EMCOR Group, Inc.",US,2009,7,52,
Merrick,Kleeman,EverBank Financial Corp,US,2009,7,52,
Wim,de Klerk,Exxaro Resources Ltd,South Africa,2009,7,52,
Inigo,Meiras Amusco,Ferrovial SA,Spain,2009,7,52,
Anne,Arvia,GATX Corporation,US,2009,7,52,Yes
Vladimir,Alisov,Gazprom Neft PJSC,Russia,2009,7,52,
Jerome,Upton,Genworth MI Canada Inc.,Canada,2009,7,52,
Siobhan,Talbot,Glanbia plc,Ireland,2009,7,52,Yes
Gregor,Asshoff,Hochtief AG,Germany,2009,7,52,
Manfred,Puffer,Infineon Technologies AG,Germany,2009,7,52,
Thomas J.,Kuhn,"Interval Leisure Group, Inc.",US,2008,7,52,
Howard,Hoffen,"Jones Energy, Inc.",US,2009,7,52,
Esa,Kiiskinen,Kesko Oyj,Finland,2009,7,52,
Mark,Gregory,Legal & General Group plc,UK,2009,7,52,
Jeffrey T.,Fisher,"Limelight Networks, Inc.",US,2008,7,52,
Paul,Auvil,Marin Software Incorporated,US,2009,7,52,
Alexander,Waugh,Millennium & Copthorne Hotels plc,UK,2009,7,52,
Peter,Plumb,Moneysupermarket.com Group plc,UK,2009,7,52,
Alison,Hewitt,Moss Bros Group plc,UK,2009,7,52,Yes
Jeffrey,Mirvis,"Motorcar Parts of America, Inc.",US,2009,7,52,
Nigel A.,Vinecombe,Multi-Color Corporation,US,2008,7,52,
Francois,Perol,Natixis,France,2009,7,52,
Karl G.,Sivertsson,NCC AB,Sweden,2009,7,52,
Debbie,Hewitt,NCC Group plc,UK,2008,7,52,Yes
Liming,Gong,Ningbo Port Company Ltd,China,2008,7,52,
Bennett,Rosenthal,"Nortek, Inc.",US,2009,7,52,
Bob,Contreras,Northgate plc,UK,2008,7,52,
John,Pigott,PACCAR Inc,US,2009,7,52,
Stacey,Stewart,PennyMac Mortgage Investment Trust,US,2009,7,52,Yes
Brian,Dexheimer,"Plantronics, Inc.",US,2008,7,52,
Todd,Gipple,"QCR Holdings, Inc.",US,2009,7,52,
Mark,Garrett,Ricardo plc,UK,2008,7,52,
Zhaoqian,Yang,Shaanxi Coal Industry Company Limited,China,2008,7,52,
Erica,Lane,Slater & Gordon Ltd.,Australia,2008,7,52,Yes
Frederic,Oudea,Societe Generale,France,2009,7,52,
Wolfgang,Dangel,Sun Hydraulics Corporation,US,2009,7,52,
Brad,Buss,"Tesla Motors, Inc.",US,2009,7,52,
Stuart,Burgdoerfer,The Progressive Corporation,US,2009,7,52,
Martin,Stamm,Wincor Nixdorf AG,Germany,2009,7,52,
Erle T.,Mast,"Zogenix, Inc.",US,2008,7,52,
Frank,Yeary,Intel Corporation,US,2009,7,52,
Anil,Ahuja,Adani Enterprises Ltd.,India,2009,6,52,
Malay Ramesh,Mahadevia,Adani Ports and Special Economic Zone Ltd.,India,2009,6,52,
Ron,Wainshal,Aircastle Limited,US,2010,6,52,
Timothy J.,Landon,"American Public Education, Inc.",US,2009,6,52,
Andrew B.,Cogan,American Woodmark Corporation,US,2009,6,52,
Andrew,Kerin,"Arrow Electronics, Inc.",US,2010,6,52,
Francesca,Maderna,Banca IFIS S.p.A.,Italy,2010,6,52,Yes
Jose Jacinto Iglesias,Soares,Banco Comercial Portugues S.A.,Portugal,2010,6,52,
David,Thomas,Barratt Developments plc,UK,2009,6,52,
Sophie,Brochu,BCE Inc.,Canada,2010,6,52,Yes
Joseph,Capper,"BioTelemetry, Inc.",US,2010,6,52,
Douglas,Linde,"Boston Properties, Inc.",US,2010,6,52,
Edward M.,Brown,"Cardiovascular Systems, Inc.",US,2009,6,52,
L. Kevin,Cox,CEB Inc.,US,2010,6,52,
Henry,Stupp,Cherokee Inc.,US,2010,6,52,
Xin,Song,China Gold International Resources Corp. Ltd.,Canada,2009,6,52,
Patrick J.,Mahaffy,"Clovis Oncology, Inc.",US,2009,6,52,
Thomas,Ingelfinger,Davide Campari-Milano S.p.A.,Italy,2010,6,52,
Alexander,Morrison,Detour Gold Corporation,Canada,2010,6,52,
David M.,Madden,"Dicerna Pharmaceuticals, Inc.",US,2009,6,52,
J. Patrick,Doyle,"Domino's Pizza, Inc.",US,2010,6,52,
Todd,Bluedorn,Eaton Corporation plc,US,2010,6,52,
Thomas,Wilder,"Endologix, Inc.",US,2010,6,52,
Amjad,Bseisu,EnQuest plc,UK,2010,6,52,
Nicolas,Dufourcq,Euler Hermes Group,France,2010,6,52,
Anne,Lalou,Eurazeo,France,2010,6,52,Yes
Kent,Ellert,"FCB Financial Holdings, Inc.",US,2010,6,52,
Patrick J.,Mahaffy,"FLEXION THERAPEUTICS, INC.",US,2009,6,52,
Christopher,Klein,"Fortune Brands Home & Security, Inc.",US,2010,6,52,
Stephen J.,Girsky,General Motors Company,US,2009,6,52,
Cecilia Daun,Wennborg,Getinge AB,Sweden,2010,6,52,Yes
Jacques Desire Laval,Elliah,Golden Agri-Resources Ltd,Singapore,2010,6,52,
Jeffrey L.,Wright,"Hawkins, Inc.",US,2009,6,52,
Stephen,Carter,Informa plc,UK,2010,6,52,
Michael,Lamach,Ingersoll-Rand plc,US,2010,6,52,
Tim,Haywood,Interserve plc,UK,2010,6,52,
Matthew,Roberts,Intu Properties plc,UK,2010,6,52,
Adam,Crozier,ITV plc,UK,2010,6,52,
Richard,Weil,Janus Capital Group Inc.,US,2010,6,52,
Jayant,Acharya,JSW Steel Ltd.,India,2009,6,52,
Casper,Troskie,Liberty Holdings Ltd,South Africa,2010,6,52,
Viktor,Blazheyev,Lukoil PJSC,Russia,2009,6,52,
James,Cosgrove,Middlesex Water Company,US,2010,6,52,
Theodore,Ashford,"Miller Industries, Inc.",US,2010,6,52,
Robert,Clark,MINERALS TECHNOLOGIES INC.,US,2010,6,52,
Tim,Jones,Mitchells & Butlers plc,UK,2010,6,52,
Ron,Robson,Mitchells & Butlers plc,UK,2010,6,52,
Lee C.,Banks,Nordson Corporation,US,2010,6,52,
Patrick J.,Mahaffy,"Orexigen Therapeutics, Inc.",US,2009,6,52,
Michele,Volpi,Piper Jaffray Companies,US,2010,6,52,
Carlos,Unanue,"Popular, Inc.",US,2010,6,52,
Debbie,Hewitt,Redrow plc,UK,2009,6,52,Yes
Byron,Vielehr,"Reis, Inc.",US,2010,6,52,
Jeremy,Townsend,Rentokil Initial plc,UK,2010,6,52,
Michael,Mielke,Rheinmetall AG,Germany,2010,6,52,
John T.,Standley,Rite Aid Corporation,US,2009,6,52,
Terry L.,Polistina,"Spectrum Brands Holdings, Inc.",US,2010,6,52,
Hendrik,Nelis,Srp Groupe,France,2010,6,52,
Gary R.,Maharaj,"SurModics, Inc.",US,2010,6,52,
Richard,Kramer,The Goodyear Tire & Rubber Company,US,2010,6,52,
Andreas,Karpenstein,TOM TAILOR HOLDING AG,Germany,2010,6,52,
Martin,Emerson,"Vascular Solutions, Inc.",US,2010,6,52,
Harald,Kaszanits,Verbund AG,Austria,2010,6,52,
Mthandazo,Moyo,Vodacom Group Ltd,South Africa,2009,6,52,
Denmar J.,Dixon,Walter Investment Management Corp.,US,2009,6,52,
Richard,Baker,Whitbread plc,UK,2009,6,52,
Geir Olav,Sundbo,Yara International ASA,Norway,2010,6,52,
Robert,Stavis,"2U, Inc.",US,2011,5,52,
Jonathan,Lieberman,"AG Mortgage Investment Trust, Inc.",US,2011,5,52,
Divyesh (David),Gadhia,Amaya Inc.,Canada,2010,5,52,
Patricia Elizabeth,Akopiantz,AMP Limited,Australia,2011,5,52,Yes
Tao,Huang,"Armstrong World Industries, Inc.",US,2010,5,52,
Robin Gerard Cher Tat,Ng,ASM Pacific Technology Ltd.,Hong Kong,2011,5,52,
Thomas,Orysiuk,AutoCanada Inc.,Canada,2011,5,52,
Sophie,Brochu,Bank Of Montreal,Canada,2011,5,52,Yes
O. Fitzgerald,Hill,"Bear State Financial, Inc.",US,2011,5,52,
Robert R.,Schiller,"Black Diamond, Inc.",US,2010,5,52,
Martine,Studer,Bollore,France,2011,5,52,Yes
Joseph M.,DePinto,"Brinker International, Inc.",US,2010,5,52,
Craig,Gunderson,Camden National Corporation,US,2011,5,52,
David B.,Singer,"Castlight Health, Inc.",US,2010,5,52,
Dennis,Muilenburg,Caterpillar Inc.,US,2011,5,52,
Jonathan H.,Grunzweig,Challenger Ltd,Australia,2010,5,52,
Chan-muk,Choi,CJ Korea Express Corp.,South Korea,2011,5,52,
Alison,Wood,Cobham plc,UK,2011,5,52,Yes
Torben,Rasmussen,Coloplast A/S,Denmark,2010,5,52,
Anne,Asensio,Compagnie Plastic Omnium,France,2011,5,52,Yes
Michael,Milligan,"ConforMIS, Inc.",US,2011,5,52,
William John,Rucker,Crest Nicholson Holdings plc,UK,2011,5,52,
Olufunke,Ighodaro,Datatec Ltd,South Africa,2010,5,52,Yes
Helen,Keays,Domino's Pizza Group plc,UK,2011,5,52,Yes
John,Roberts,"DuPont Fabros Technology, Inc.",US,2011,5,52,
Marie-Helene,Meyling,Electricite de France,France,2011,5,52,Yes
Luis A.,Ubinas,Electronic Arts Inc.,US,2010,5,52,
Scott,VanderWal,"FBL Financial Group, Inc.",US,2011,5,52,
David M.,Mussafer,"Five Below, Inc.",US,2010,5,52,
John,Morikis,"Fortune Brands Home & Security, Inc.",US,2011,5,52,
